AptID;RwyID;ACCat;AppTyp;RwyDir;DH;RVR;AppClassification;AppGuidance;AppSystemMinima;AppPrecisionTyp
LTAL;18;D;ILSZ ;180;225;800;Type B;3D;0;PA
LTAL;18;D;ALTN ;180;375;1250;NULL;NULL;NULL;NULL
LTAL;18;C;ALTN ;180;375;1250;NULL;NULL;NULL;NULL
LTAL;18;C;LOCZ ;180;385;1400;Type A;2D;1;NPA
LTAL;18;D;LOCZ ;180;385;1400;Type A;2D;1;NPA
LTAL;18;C;RNAV ;180;435;1600;Type A;2D;1;NPA
LTAL;18;D;RNAV ;180;435;1600;Type A;2D;1;NPA
LTAL;18;C;NDB  ;180;535;2000;Type A;2D;3;NPA
LTAL;18;C;DME  ;180;535;2000;Type A;2D;1;NPA
LTAL;18;D;NDB  ;180;535;2000;Type A;2D;3;NPA
LTAL;18;D;DME  ;180;535;2000;Type A;2D;1;NPA
LTAL;18;C;CIRC ;0;976;2400;Type A;2D;4;NPA
LTAL;18;D;CIRC ;180;1876;3600;Type A;2D;4;NPA
LTAL;36;C;CIRC ;0;1276;2400;Type A;2D;4;NPA
LTAL;36;D;CIRC ;0;1876;3600;Type A;2D;4;NPA
LTAL;ALL ;C;ETOPS;0;425;1600;NULL;NULL;NULL;NULL
LTAL;ALL ;D;ETOPS;0;425;1600;NULL;NULL;NULL;NULL
LTAN;01L ;D;ILSW ;11;233;550;Type B;3D;0;PA
LTAN;01L ;D;ILSZ ;11;233;550;Type B;3D;0;PA
LTAN;01L ;C;ILSW ;11;233;550;Type B;3D;0;PA
LTAN;01L ;C;ILSZ ;11;233;550;Type B;3D;0;PA
LTAN;01L ;D;ALTN ;11;383;1000;NULL;NULL;NULL;NULL
LTAN;01L ;C;ALTN ;11;383;1000;NULL;NULL;NULL;NULL
LTAN;01L ;C;LOCT ;11;463;1500;Type A;2D;1;NPA
LTAN;01L ;C;LOCU ;11;463;1500;Type A;2D;1;NPA
LTAN;01L ;C;NDBT ;11;463;1500;Type A;2D;3;NPA
LTAN;01L ;C;NDBU ;11;463;1500;Type A;2D;3;NPA
LTAN;01L ;C;VORT ;11;463;1500;Type A;2D;2;NPA
LTAN;01L ;C;VORU ;11;463;1500;Type A;2D;2;NPA
LTAN;01L ;D;LOCT ;11;463;1500;Type A;2D;1;NPA
LTAN;01L ;D;LOCU ;11;463;1500;Type A;2D;1;NPA
LTAN;01L ;D;NDBT ;11;463;1500;Type A;2D;3;NPA
LTAN;01L ;D;NDBU ;11;463;1500;Type A;2D;3;NPA
LTAN;01L ;D;VORT ;11;463;1500;Type A;2D;2;NPA
LTAN;01L ;D;VORU ;11;463;1500;Type A;2D;2;NPA
LTAN;01L ;C;RNAV ;11;483;1500;Type A;2D;1;NPA
LTAN;01L ;D;RNAV ;11;483;1500;Type A;2D;1;NPA
LTAN;01L ;C;CIRC ;11;1108;2400;Type A;2D;4;NPA
LTAN;01L ;D;CIRC ;11;1108;3600;Type A;2D;4;NPA
LTAN;01R ;D;NDBW ;11;478;1500;Type A;2D;3;NPA
LTAN;01R ;D;NDBY ;11;478;1500;Type A;2D;3;NPA
LTAN;01R ;D;VORW ;11;478;1500;Type A;2D;2;NPA
LTAN;01R ;D;VORY ;11;478;1500;Type A;2D;2;NPA
LTAN;01R ;C;NDBW ;11;478;1500;Type A;2D;3;NPA
LTAN;01R ;C;NDBY ;11;478;1500;Type A;2D;3;NPA
LTAN;01R ;C;VORW ;11;478;1500;Type A;2D;2;NPA
LTAN;01R ;C;VORY ;11;478;1500;Type A;2D;2;NPA
LTAN;01R ;C;CIRC ;11;1108;2400;Type A;2D;4;NPA
LTAN;01R ;D;ALTN ;11;678;2500;NULL;NULL;NULL;NULL
LTAN;01R ;C;ALTN ;11;678;2500;NULL;NULL;NULL;NULL
LTAN;01R ;D;CIRC ;11;1108;3600;Type A;2D;4;NPA
LTAN;19L ;C;NDBX ;0;438;1600;Type A;2D;3;NPA
LTAN;19L ;C;NDBZ ;0;438;1600;Type A;2D;3;NPA
LTAN;19L ;C;VORX ;0;438;1600;Type A;2D;2;NPA
LTAN;19L ;C;VORZ ;0;438;1600;Type A;2D;2;NPA
LTAN;19L ;D;NDBX ;0;438;1600;Type A;2D;3;NPA
LTAN;19L ;D;NDBZ ;0;438;1600;Type A;2D;3;NPA
LTAN;19L ;D;VORX ;0;438;1600;Type A;2D;2;NPA
LTAN;19L ;D;VORZ ;0;438;1600;Type A;2D;2;NPA
LTAN;19L ;C;CIRC ;191;1108;2400;Type A;2D;4;NPA
LTAN;19L ;C;ALTN ;191;663;2600;NULL;NULL;NULL;NULL
LTAN;19L ;D;ALTN ;191;663;2600;NULL;NULL;NULL;NULL
LTAN;19L ;D;CIRC ;191;1108;3600;Type A;2D;4;NPA
LTAN;19R ;C;NDBV ;0;428;1600;Type A;2D;3;NPA
LTAN;19R ;C;VORV ;0;428;1600;Type A;2D;2;NPA
LTAN;19R ;D;NDBV ;0;428;1600;Type A;2D;3;NPA
LTAN;19R ;D;VORV ;0;428;1600;Type A;2D;2;NPA
LTAN;19R ;C;NDBS ;191;428;1600;Type A;2D;3;NPA
LTAN;19R ;C;VORS ;191;428;1600;Type A;2D;2;NPA
LTAN;19R ;D;NDBS ;191;428;1600;Type A;2D;3;NPA
LTAN;19R ;D;VORS ;191;428;1600;Type A;2D;2;NPA
LTAN;19R ;C;CIRC ;191;1108;2400;Type A;2D;4;NPA
LTAN;19R ;C;ALTN ;191;663;2600;NULL;NULL;NULL;NULL
LTAN;19R ;D;ALTN ;191;663;2600;NULL;NULL;NULL;NULL
LTAN;19R ;D;CIRC ;191;1108;3600;Type A;2D;4;NPA
LTAN;ALL ;C;ETOPS;0;433;1350;NULL;NULL;NULL;NULL
LTAN;ALL ;D;ETOPS;0;433;1350;NULL;NULL;NULL;NULL
LTAO;22R ;C;RNAV ;222;643;3000;Type A;2D;1;NPA
LTAO;22R ;D;RNAV ;222;643;3000;Type A;2D;1;NPA
LTAO;ALL ;C;ALTN ;0;843;4000;NULL;NULL;NULL;NULL
LTAO;ALL ;D;ALTN ;0;843;4000;NULL;NULL;NULL;NULL
LTAO;ALL ;D;ETOPS;0;1043;4500;NULL;NULL;NULL;NULL
LTAO;ALL ;C;ETOPS;0;1043;4500;NULL;NULL;NULL;NULL
LTAP;05L ;C;NDBY ;0;502;2100;Type A;2D;3;NPA
LTAP;05L ;C;VORY ;0;502;2100;Type A;2D;2;NPA
LTAP;05L ;D;NDBY ;0;502;2100;Type A;2D;3;NPA
LTAP;05L ;D;VORY ;0;502;2100;Type A;2D;2;NPA
LTAP;05L ;C;CIRC ;48;1502;2400;Type A;2D;4;NPA
LTAP;05L ;C;ALTN ;48;716;3100;NULL;NULL;NULL;NULL
LTAP;05L ;D;ALTN ;48;716;3100;NULL;NULL;NULL;NULL
LTAP;05L ;D;CIRC ;48;1802;3600;Type A;2D;4;NPA
LTAP;05R ;C;ILSY ;0;200;550;Type B;3D;0;PA
LTAP;05R ;C;ILSZ ;0;200;550;Type B;3D;0;PA
LTAP;05R ;D;ILSY ;0;200;550;Type B;3D;0;PA
LTAP;05R ;D;ILSZ ;0;200;550;Type B;3D;0;PA
LTAP;05R ;C;ALTN ;48;350;1000;NULL;NULL;NULL;NULL
LTAP;05R ;D;ALTN ;48;350;1000;NULL;NULL;NULL;NULL
LTAP;05R ;D;NDBZ ;0;516;1600;Type A;2D;3;NPA
LTAP;05R ;D;VORZ ;0;516;1600;Type A;2D;2;NPA
LTAP;05R ;C;LOCY ;48;516;1600;Type A;2D;1;NPA
LTAP;05R ;C;LOCZ ;48;516;1600;Type A;2D;1;NPA
LTAP;05R ;D;LOCY ;48;516;1600;Type A;2D;1;NPA
LTAP;05R ;D;LOCZ ;48;516;1600;Type A;2D;1;NPA
LTAP;05R ;C;NDBZ ;0;516;1600;Type A;2D;3;NPA
LTAP;05R ;C;VORZ ;0;516;1600;Type A;2D;2;NPA
LTAP;05R ;C;CIRC ;48;1502;2400;Type A;2D;4;NPA
LTAP;05R ;D;CIRC ;48;1802;3600;Type A;2D;4;NPA
LTAP;23L ;C;CIRC ;228;1502;2400;Type A;2D;4;NPA
LTAP;23L ;D;CIRC ;228;1802;3600;Type A;2D;4;NPA
LTAP;23R ;C;CIRC ;228;1502;2400;Type A;2D;4;NPA
LTAP;23R ;D;CIRC ;228;1802;3600;Type A;2D;4;NPA
LTAP;ALL ;C;ETOPS;0;400;1350;NULL;NULL;NULL;NULL
LTAP;ALL ;D;ETOPS;0;400;1350;NULL;NULL;NULL;NULL
LTAR;1;C;ILSY ;12;263;600;Type A;3D;0;PA
LTAR;1;C;ILSZ ;12;263;600;Type A;3D;0;PA
LTAR;1;D;ILSY ;12;263;600;Type A;3D;0;PA
LTAR;1;D;ILSZ ;12;263;600;Type A;3D;0;PA
LTAR;1;C;ALTN ;12;463;1400;NULL;NULL;NULL;NULL
LTAR;1;D;ALTN ;12;463;1400;NULL;NULL;NULL;NULL
LTAR;1;D;NDBT ;12;493;1500;Type A;2D;3;NPA
LTAR;1;C;LOCT ;12;493;1500;Type A;2D;1;NPA
LTAR;1;C;LOCV ;12;493;1500;Type A;2D;1;NPA
LTAR;1;C;RNAV ;12;493;1500;Type A;2D;1;NPA
LTAR;1;C;VORV ;12;493;1500;Type A;2D;2;NPA
LTAR;1;C;NDBT ;12;493;1500;Type A;2D;3;NPA
LTAR;1;D;LOCV ;12;493;1500;Type A;2D;1;NPA
LTAR;1;D;RNAV ;12;493;1500;Type A;2D;1;NPA
LTAR;1;D;LOCT ;12;493;1500;Type A;2D;1;NPA
LTAR;1;D;VORV ;12;493;1500;Type A;2D;2;NPA
LTAR;1;D;LOCU ;12;863;2400;Type A;2D;1;NPA
LTAR;1;C;VORU ;12;863;2400;Type A;2D;2;NPA
LTAR;1;C;NDBS ;12;863;2400;Type A;2D;3;NPA
LTAR;1;D;NDBS ;12;863;2400;Type A;2D;3;NPA
LTAR;1;D;LOCS ;12;863;2400;Type A;2D;1;NPA
LTAR;1;C;LOCU ;12;863;2400;Type A;2D;1;NPA
LTAR;1;D;VORU ;12;863;2400;Type A;2D;2;NPA
LTAR;1;C;LOCS ;12;863;2400;Type A;2D;1;NPA
LTAR;1;C;CIRC ;12;863;2400;Type A;2D;4;NPA
LTAR;1;D;CIRC ;12;1163;3600;Type A;2D;4;NPA
LTAR;19;D;RNAV ;192;438;1600;Type A;2D;1;NPA
LTAR;19;D;VORQ ;192;438;1600;Type A;2D;2;NPA
LTAR;19;D;VORR ;192;438;1600;Type A;2D;2;NPA
LTAR;19;C;RNAV ;192;438;1600;Type A;2D;1;NPA
LTAR;19;C;VORQ ;192;438;1600;Type A;2D;2;NPA
LTAR;19;C;VORR ;192;438;1600;Type A;2D;2;NPA
LTAR;19;C;CIRC ;192;863;2400;Type A;2D;4;NPA
LTAR;19;C;ALTN ;192;638;2600;NULL;NULL;NULL;NULL
LTAR;19;D;ALTN ;192;638;2600;NULL;NULL;NULL;NULL
LTAR;19;D;CIRC ;192;1163;3600;Type A;2D;4;NPA
LTAR;ALL ;C;ETOPS;0;463;1400;NULL;NULL;NULL;NULL
LTAR;ALL ;D;ETOPS;0;463;1400;NULL;NULL;NULL;NULL
LTAS;18;C;CIRC ;179;2556;2400;Type A;2D;4;NPA
LTAS;18;D;CIRC ;179;2556;3600;Type A;2D;4;NPA
LTAS;36;C;ILSY ;359;506;2100;Type A;3D;0;PA
LTAS;36;C;ILSZ ;359;506;2100;Type A;3D;0;PA
LTAS;36;D;ILSY ;359;506;2100;Type A;3D;0;PA
LTAS;36;D;ILSZ ;359;506;2100;Type A;3D;0;PA
LTAS;36;C;LOCY ;359;996;2400;Type A;2D;1;NPA
LTAS;36;C;LOCZ ;359;996;2400;Type A;2D;1;NPA
LTAS;36;D;LOCY ;359;996;2400;Type A;2D;1;NPA
LTAS;36;D;LOCZ ;359;996;2400;Type A;2D;1;NPA
LTAS;36;C;CIRC ;359;2556;2400;Type A;2D;4;NPA
LTAS;36;C;ALTN ;359;706;2900;NULL;NULL;NULL;NULL
LTAS;36;D;CIRC ;359;2556;3600;Type A;2D;4;NPA
LTAS;ALL ;C;ETOPS;0;706;2900;NULL;NULL;NULL;NULL
LTAS;ALL ;D;ETOPS;0;706;2900;NULL;NULL;NULL;NULL
LTAT;03L ;C;CIRC ;25;713;2400;Type A;2D;4;NPA
LTAT;03L ;D;CIRC ;25;713;3600;Type A;2D;4;NPA
LTAT;03R ;C;CIRC ;25;713;2400;Type A;2D;4;NPA
LTAT;03R ;D;CIRC ;25;713;3600;Type A;2D;4;NPA
LTAT;21L ;C;ILSY ;205;203;550;Type B;3D;0;PA
LTAT;21L ;D;ILSY ;205;203;550;Type B;3D;0;PA
LTAT;21L ;C;ALTN ;205;353;1000;NULL;NULL;NULL;NULL
LTAT;21L ;D;ALTN ;205;353;1000;NULL;NULL;NULL;NULL
LTAT;21L ;D;LOCX ;205;453;1400;Type A;2D;1;NPA
LTAT;21L ;D;LOCY ;205;453;1400;Type A;2D;1;NPA
LTAT;21L ;D;VORZ ;205;453;1400;Type A;2D;2;NPA
LTAT;21L ;C;LOCX ;205;453;1400;Type A;2D;1;NPA
LTAT;21L ;C;LOCY ;205;453;1400;Type A;2D;1;NPA
LTAT;21L ;D;ILSX ;205;453;1400;Type A;3D;0;PA
LTAT;21L ;C;VORZ ;205;453;1400;Type A;2D;2;NPA
LTAT;21L ;C;ILSX ;205;453;1400;Type A;3D;0;PA
LTAT;21L ;D;NDBZ ;205;503;1600;Type A;2D;3;NPA
LTAT;21L ;C;NDBZ ;205;503;1600;Type A;2D;3;NPA
LTAT;21L ;C;RNAV ;206;643;2300;Type A;2D;1;NPA
LTAT;21L ;D;RNAV ;206;643;2300;Type A;2D;1;NPA
LTAT;21L ;C;CIRC ;0;713;2400;Type A;2D;4;NPA
LTAT;21L ;D;CIRC ;206;713;3600;Type A;2D;4;NPA
LTAT;21R ;D;RNAV ;206;638;2400;Type A;2D;1;NPA
LTAT;21R ;C;RNAV ;206;638;2400;Type A;2D;1;NPA
LTAT;21R ;C;CIRC ;0;713;2400;Type A;2D;4;NPA
LTAT;21R ;D;ALTN ;206;838;3400;NULL;NULL;NULL;NULL
LTAT;21R ;C;ALTN ;206;838;3400;NULL;NULL;NULL;NULL
LTAT;21R ;D;CIRC ;206;713;3600;Type A;2D;4;NPA
LTAT;ALL ;C;ETOPS;0;403;1350;NULL;NULL;NULL;NULL
LTAT;ALL ;D;ETOPS;0;403;1350;NULL;NULL;NULL;NULL
LTAU;7;C;RNAV ;71;451;1900;Type A;2D;1;NPA
LTAU;7;D;RNAV ;71;451;1900;Type A;2D;1;NPA
LTAU;7;C;NDBZ ;0;701;2400;Type A;2D;3;NPA
LTAU;7;D;NDBZ ;0;701;2400;Type A;2D;3;NPA
LTAU;7;C;VORZ ;71;701;2400;Type A;2D;2;NPA
LTAU;7;D;VORZ ;71;701;2400;Type A;2D;2;NPA
LTAU;7;C;CIRC ;0;2237;2400;Type A;2D;4;NPA
LTAU;7;C;ALTN ;71;901;3400;NULL;NULL;NULL;NULL
LTAU;7;D;ALTN ;71;901;3400;NULL;NULL;NULL;NULL
LTAU;7;D;CIRC ;71;2237;3600;Type A;2D;4;NPA
LTAU;25;C;ILSY ;0;200;550;Type B;3D;0;PA
LTAU;25;C;ILSZ ;0;200;550;Type B;3D;0;PA
LTAU;25;D;ILSY ;0;200;550;Type B;3D;0;PA
LTAU;25;D;ILSZ ;0;200;550;Type B;3D;0;PA
LTAU;25;C;ILSX ;251;200;550;Type B;3D;0;PA
LTAU;25;D;ILSX ;251;200;550;Type B;3D;0;PA
LTAU;25;C;ALTN ;251;350;1000;NULL;NULL;NULL;NULL
LTAU;25;D;ALTN ;251;350;1000;NULL;NULL;NULL;NULL
LTAU;25;C;RNAV ;251;617;2000;Type A;2D;1;NPA
LTAU;25;D;RNAV ;251;617;2400;Type A;2D;1;NPA
LTAU;25;C;LOCX ;251;777;2400;Type A;2D;1;NPA
LTAU;25;C;LOCY ;251;777;2400;Type A;2D;1;NPA
LTAU;25;C;LOCZ ;251;777;2400;Type A;2D;1;NPA
LTAU;25;D;LOCX ;251;777;2400;Type A;2D;1;NPA
LTAU;25;D;LOCY ;251;777;2400;Type A;2D;1;NPA
LTAU;25;D;LOCZ ;251;777;2400;Type A;2D;1;NPA
LTAU;25;C;CIRC ;251;2237;2400;Type A;2D;4;NPA
LTAU;25;D;CIRC ;251;2237;3600;Type A;2D;4;NPA
LTAU;ALL ;C;ETOPS;0;400;1350;NULL;NULL;NULL;NULL
LTAU;ALL ;D;ETOPS;0;400;1350;NULL;NULL;NULL;NULL
LTAW;6;C;ILSY ;63;300;650;Type A;3D;0;PA
LTAW;6;C;ILSZ ;63;300;650;Type A;3D;0;PA
LTAW;6;D;ILSY ;63;300;650;Type A;3D;0;PA
LTAW;6;D;ILSZ ;63;300;650;Type A;3D;0;PA
LTAW;6;C;ALTN ;63;500;1450;NULL;NULL;NULL;NULL
LTAW;6;D;ALTN ;63;500;1450;NULL;NULL;NULL;NULL
LTAW;6;D;LOCY ;63;708;2400;Type A;2D;1;NPA
LTAW;6;D;LOCZ ;63;708;2400;Type A;2D;1;NPA
LTAW;6;C;LOCY ;63;708;2400;Type A;2D;1;NPA
LTAW;6;C;LOCZ ;63;708;2400;Type A;2D;1;NPA
LTAW;6;C;RNAV ;64;1008;2400;Type A;2D;1;NPA
LTAW;6;D;RNAV ;64;1008;2400;Type A;2D;1;NPA
LTAW;6;C;VORY ;63;1028;2400;Type A;2D;2;NPA
LTAW;6;C;VORZ ;63;1028;2400;Type A;2D;2;NPA
LTAW;6;D;VORY ;63;1028;2400;Type A;2D;2;NPA
LTAW;6;D;VORZ ;63;1028;2400;Type A;2D;2;NPA
LTAW;6;C;CIRC ;63;3591;2400;Type A;2D;4;NPA
LTAW;6;D;CIRC ;63;3591;3600;Type A;2D;4;NPA
LTAW;24;C;CIRC ;243;3591;2400;Type A;2D;4;NPA
LTAW;24;C;RNAV ;243;841;3400;Type A;2D;1;NPA
LTAW;24;D;RNAV ;243;841;3400;Type A;2D;1;NPA
LTAW;24;D;CIRC ;243;3591;3600;Type A;2D;4;NPA
LTAW;24;C;ALTN ;243;1041;4400;NULL;NULL;NULL;NULL
LTAW;24;D;ALTN ;243;1041;4400;NULL;NULL;NULL;NULL
LTAW;ALL ;C;ETOPS;0;500;1450;NULL;NULL;NULL;NULL
LTAW;ALL ;D;ETOPS;0;500;1450;NULL;NULL;NULL;NULL
LTAY;5;C;NDBY ;53;803;2400;Type A;2D;3;NPA
LTAY;5;C;RNAV ;53;803;2400;Type A;2D;1;NPA
LTAY;5;C;VORY ;53;803;2400;Type A;2D;2;NPA
LTAY;5;D;NDBY ;53;803;2400;Type A;2D;3;NPA
LTAY;5;D;RNAV ;53;803;2400;Type A;2D;1;NPA
LTAY;5;D;VORY ;53;803;2400;Type A;2D;2;NPA
LTAY;5;C;CIRC ;53;2853;2400;Type A;2D;4;NPA
LTAY;5;C;ALTN ;53;1003;3400;NULL;NULL;NULL;NULL
LTAY;5;D;ALTN ;53;1003;3400;NULL;NULL;NULL;NULL
LTAY;5;D;CIRC ;53;3553;3600;Type A;2D;4;NPA
LTAY;23;C;ILSY ;234;201;550;Type B;3D;0;PA
LTAY;23;C;ILSZ ;234;201;550;Type B;3D;0;PA
LTAY;23;D;ILSY ;234;201;550;Type B;3D;0;PA
LTAY;23;D;ILSZ ;234;201;550;Type B;3D;0;PA
LTAY;23;C;ALTN ;233;351;1000;NULL;NULL;NULL;NULL
LTAY;23;D;ALTN ;233;351;1000;NULL;NULL;NULL;NULL
LTAY;23;C;RNAV ;233;726;2400;Type A;2D;1;NPA
LTAY;23;D;RNAV ;233;726;2400;Type A;2D;1;NPA
LTAY;23;C;LOCY ;233;876;2400;Type A;2D;1;NPA
LTAY;23;C;LOCZ ;233;876;2400;Type A;2D;1;NPA
LTAY;23;C;VORZ ;233;876;2400;Type A;2D;2;NPA
LTAY;23;D;LOCY ;233;876;2400;Type A;2D;1;NPA
LTAY;23;D;LOCZ ;233;876;2400;Type A;2D;1;NPA
LTAY;23;D;VORZ ;233;876;2400;Type A;2D;2;NPA
LTAY;23;C;CIRC ;233;2853;2400;Type A;2D;4;NPA
LTAY;23;D;CIRC ;233;3553;3600;Type A;2D;4;NPA
LTAY;23;D;NDBZ ;233;1376;5000;Type A;2D;3;NPA
LTAY;23;C;NDBZ ;233;1376;5000;Type A;2D;3;NPA
LTAY;ALL ;C;ETOPS;0;401;1350;NULL;NULL;NULL;NULL
LTAY;ALL ;D;ETOPS;0;401;1350;NULL;NULL;NULL;NULL
LTAZ;11;C;ILSY ;112;248;550;Type B;3D;0;PA
LTAZ;11;C;ILSZ ;112;248;550;Type B;3D;0;PA
LTAZ;11;D;ILSY ;112;248;550;Type B;3D;0;PA
LTAZ;11;D;ILSZ ;112;248;550;Type B;3D;0;PA
LTAZ;11;C;ALTN ;112;398;1000;NULL;NULL;NULL;NULL
LTAZ;11;D;ALTN ;112;398;1000;NULL;NULL;NULL;NULL
LTAZ;11;C;NDBU ;111;738;2400;Type A;2D;3;NPA
LTAZ;11;C;NDBW ;111;738;2400;Type A;2D;3;NPA
LTAZ;11;C;VORU ;111;738;2400;Type A;2D;2;NPA
LTAZ;11;C;VORW ;111;738;2400;Type A;2D;2;NPA
LTAZ;11;D;NDBU ;111;738;2400;Type A;2D;3;NPA
LTAZ;11;D;NDBW ;111;738;2400;Type A;2D;3;NPA
LTAZ;11;D;VORU ;111;738;2400;Type A;2D;2;NPA
LTAZ;11;D;VORW ;111;738;2400;Type A;2D;2;NPA
LTAZ;11;C;LOCY ;112;738;2400;Type A;2D;1;NPA
LTAZ;11;C;LOCZ ;112;738;2400;Type A;2D;1;NPA
LTAZ;11;D;LOCY ;112;738;2400;Type A;2D;1;NPA
LTAZ;11;D;LOCZ ;112;738;2400;Type A;2D;1;NPA
LTAZ;11;C;CIRC ;111;1410;2400;Type A;2D;4;NPA
LTAZ;11;D;CIRC ;111;1410;3600;Type A;2D;4;NPA
LTAZ;29;C;CIRC ;291;1410;2400;Type A;2D;4;NPA
LTAZ;29;D;CIRC ;291;1410;3600;Type A;2D;4;NPA
LTAZ;ALL ;C;ETOPS;0;448;1350;NULL;NULL;NULL;NULL
LTAZ;ALL ;D;ETOPS;0;448;1350;NULL;NULL;NULL;NULL
LTBA;5;C;CAT3B;0;0;75;Type B;3D;0;PA
LTBA;5;D;CAT3B;0;0;75;Type B;3D;0;PA
LTBA;5;C;CAT3A;53;50;200;Type B;3D;0;PA
LTBA;5;D;CAT3A;53;50;200;Type B;3D;0;PA
LTBA;5;C;CAT2 ;53;100;300;Type B;3D;0;PA
LTBA;5;D;CAT2 ;53;100;300;Type B;3D;0;PA
LTBA;5;C;ALTN ;53;150;525;NULL;NULL;NULL;NULL
LTBA;5;D;ALTN ;53;150;525;NULL;NULL;NULL;NULL
LTBA;5;C;ILSY ;53;200;550;Type B;3D;0;PA
LTBA;5;C;ILSZ ;53;200;550;Type B;3D;0;PA
LTBA;5;D;ILSY ;53;200;550;Type B;3D;0;PA
LTBA;5;D;ILSZ ;53;200;550;Type B;3D;0;PA
LTBA;5;C;ILSX ;53;200;550;Type B;3D;0;PA
LTBA;5;D;ILSX ;53;200;550;Type B;3D;0;PA
LTBA;5;C;LOCX ;53;417;1200;Type A;2D;1;NPA
LTBA;5;C;LOCY ;53;417;1200;Type A;2D;1;NPA
LTBA;5;C;LOCZ ;53;417;1200;Type A;2D;1;NPA
LTBA;5;D;LOCX ;53;417;1200;Type A;2D;1;NPA
LTBA;5;D;LOCY ;53;417;1200;Type A;2D;1;NPA
LTBA;5;D;LOCZ ;53;417;1200;Type A;2D;1;NPA
LTBA;5;C;RNAVZ;53;477;1500;Type A;2D;NULL;NPA
LTBA;5;D;RNAVZ;53;477;1500;Type A;2D;NULL;NPA
LTBA;5;D;VORZ ;53;517;1600;Type A;2D;2;NPA
LTBA;5;C;VORZ ;53;517;1600;Type A;2D;2;NPA
LTBA;5;C;CIRC ;53;1006;2400;Type A;2D;4;NPA
LTBA;5;D;CIRC ;53;1006;3600;Type A;2D;4;NPA
LTBA;23;C;ILSY ;233;200;750;Type B;3D;0;PA
LTBA;23;C;ILSZ ;233;200;750;Type B;3D;0;PA
LTBA;23;D;ILSY ;233;200;750;Type B;3D;0;PA
LTBA;23;D;ILSZ ;233;200;750;Type B;3D;0;PA
LTBA;23;C;ILSX ;233;200;750;Type B;3D;0;PA
LTBA;23;D;ILSX ;233;200;750;Type B;3D;0;PA
